year,quarter,area,avg_sale_price_per_sqft_aed,avg_asking_price_aed,transaction_volume,price_qoq_change_pct,price_yoy_change_pct,avg_days_to_sell,rental_yield_pct
2016,Q3,Arabian Ranches,1156.0,1853172.0,1824,-1.0,-0.66,86,6.19
2016,Q3,Emaar Beachfront,1833.0,3414728.0,540,-1.79,-2.19,105,6.14
2016,Q3,Sports City,738.0,1286628.0,1856,1.19,-2.23,45,6.16
2016,Q4,Dubai Marina,1494.0,2609287.0,649,0.48,-1.73,77,6.2
2016,Q4,Downtown Dubai,2118.0,3625585.0,641,1.93,-1.46,143,6.24
2016,Q4,Business Bay,1342.0,2416469.0,503,-1.54,-0.21,62,6.32
2016,Q4,JVC,841.0,1617972.0,1592,1.04,-1.28,85,5.49
2016,Q4,Palm Jumeirah,3705.0,6172363.0,936,1.54,-1.62,112,5.51
2016,Q4,JLT,982.0,1624786.0,764,-0.09,1.05,174,5.76
2016,Q4,DIFC,2698.0,4748243.0,134,1.0,0.82,92,6.23
2016,Q4,Al Barsha,1219.0,1870420.0,1732,1.11,-1.87,138,5.88
2016,Q4,Mirdif,765.0,1408502.0,576,1.19,0.09,124,6.03
2016,Q4,Dubai Hills Estate,1713.0,3323222.0,2470,2.0,-3.06,88,5.87
2016,Q4,Town Square,900.0,1507901.0,1988,-0.61,-1.25,39,6.46
2016,Q4,Dubai Creek Harbour,1381.0,2495362.0,1015,2.46,-1.52,46,6.55
2016,Q4,Arabian Ranches,1084.0,1780483.0,2440,1.68,0.02,33,6.62
2016,Q4,Emaar Beachfront,1842.0,3369686.0,1295,3.26,0.77,117,5.84
2016,Q4,Sports City,720.0,1240898.0,1910,0.83,1.46,32,6.56
2017,Q1,Dubai Marina,1475.0,2665757.0,343,1.75,0.05,84,5.42
2017,Q1,Downtown Dubai,2090.0,3575535.0,1864,1.24,3.95,50,5.48
2017,Q1,Business Bay,1255.0,2371027.0,688,-0.41,0.54,131,6.11
2017,Q1,JVC,831.0,1447788.0,1187,3.29,0.03,115,5.17
2017,Q1,Palm Jumeirah,3652.0,6209796.0,2006,-3.01,-0.23,72,5.31
2017,Q1,JLT,903.0,1683558.0,1481,3.96,-1.12,164,5.26
2017,Q1,DIFC,2499.0,4084701.0,1395,0.2,0.41,173,5.65
2017,Q1,Al Barsha,1080.0,1992450.0,822,0.15,0.15,138,6.07
2017,Q1,Mirdif,734.0,1398879.0,1691,0.65,-5.75,34,6.27
2017,Q1,Dubai Hills Estate,1704.0,3235371.0,1334,0.62,-0.6,73,6.08
2017,Q1,Town Square,810.0,1486239.0,1836,1.6,-4.33,137,5.63
2017,Q1,Dubai Creek Harbour,1215.0,2155310.0,1114,0.85,0.33,120,5.76
2017,Q1,Arabian Ranches,1106.0,1936483.0,1716,1.89,-0.41,84,6.05
2017,Q1,Emaar Beachfront,1900.0,3390394.0,2320,1.28,-1.81,171,5.85
2017,Q1,Sports City,707.0,1221146.0,2113,2.78,-2.97,116,5.97
2017,Q2,Dubai Marina,1509.0,2919847.0,1906,-1.88,-2.66,120,5.34
2017,Q2,Downtown Dubai,1945.0,3715394.0,1990,0.96,-1.41,94,6.57
2017,Q2,Business Bay,1313.0,2344449.0,1188,3.0,-2.56,91,6.75
2017,Q2,JVC,790.0,1551143.0,660,1.58,2.78,144,6.43
2017,Q2,Palm Jumeirah,3690.0,5892901.0,2499,0.94,-4.28,158,6.79
2017,Q2,JLT,914.0,1731372.0,2246,-0.07,-1.15,148,5.52
2017,Q2,DIFC,2578.0,4333174.0,2448,1.01,1.98,94,6.23
2017,Q2,Al Barsha,1080.0,2040459.0,185,1.98,1.17,130,5.59
2017,Q2,Mirdif,719.0,1371075.0,962,1.27,-2.46,67,6.33
2017,Q2,Dubai Hills Estate,1705.0,2731954.0,1308,1.36,-0.1,156,5.6
2017,Q2,Town Square,834.0,1527422.0,2225,1.7,-1.85,83,5.79
2017,Q2,Dubai Creek Harbour,1279.0,2288216.0,1770,1.52,0.75,126,6.23
2017,Q2,Arabian Ranches,1051.0,1763688.0,2417,1.72,0.87,126,6.54
2017,Q2,Emaar Beachfront,1857.0,3244264.0,990,-0.3,-3.51,160,5.74
2017,Q2,Sports City,680.0,1221716.0,2240,0.76,-0.95,69,6.42
2017,Q3,Dubai Marina,1490.0,2555359.0,2056,0.42,-1.48,64,6.62
2017,Q3,Downtown Dubai,1954.0,3883690.0,2406,2.73,-0.56,113,5.66
2017,Q3,Business Bay,1251.0,2287032.0,1410,-3.11,-2.25,89,6.23
2017,Q3,JVC,865.0,1567786.0,121,-1.4,-1.84,106,6.35
2017,Q3,Palm Jumeirah,3643.0,6689156.0,2386,-0.38,1.7,156,5.41
2017,Q3,JLT,965.0,1697832.0,1553,0.77,1.81,103,5.57
2017,Q3,DIFC,2689.0,4460896.0,1342,3.67,2.57,147,6.0
2017,Q3,Al Barsha,1146.0,1874548.0,1939,0.41,-2.0,90,5.95
2017,Q3,Mirdif,745.0,1363597.0,1763,0.16,-0.22,180,4.86
2017,Q3,Dubai Hills Estate,1666.0,2782204.0,1989,-0.78,-1.75,172,5.46
2017,Q3,Town Square,818.0,1489662.0,439,1.6,-1.0,177,6.45
2017,Q3,Dubai Creek Harbour,1285.0,2190544.0,766,1.26,-0.52,64,5.01
2017,Q3,Arabian Ranches,1093.0,1964205.0,2438,0.99,-1.27,146,6.24
2017,Q3,Emaar Beachfront,1834.0,3257152.0,1549,0.88,-0.21,46,5.21
2017,Q3,Sports City,691.0,1257008.0,1903,-0.24,0.9,48,5.48
2017,Q4,Dubai Marina,1521.0,2581193.0,2333,0.25,0.2,144,5.55
2017,Q4,Downtown Dubai,2071.0,3461835.0,1048,-0.05,0.9,150,4.93
2017,Q4,Business Bay,1334.0,2543775.0,400,-1.26,3.03,109,5.94
2017,Q4,JVC,808.0,1440431.0,288,0.97,-5.09,171,6.69
2017,Q4,Palm Jumeirah,3699.0,6433159.0,1154,2.29,-1.55,58,5.43
2017,Q4,JLT,932.0,1773730.0,1724,-1.07,2.51,117,6.11
2017,Q4,DIFC,2480.0,4881735.0,1738,0.87,-0.97,121,6.54
2017,Q4,Al Barsha,1088.0,1854050.0,617,0.73,0.48,147,5.65
2017,Q4,Mirdif,737.0,1310864.0,1071,-1.34,-0.51,93,6.53
2017,Q4,Dubai Hills Estate,1592.0,3073178.0,895,-2.63,-2.53,139,4.62
2017,Q4,Town Square,856.0,1420360.0,219,0.55,2.57,30,7.01
2017,Q4,Dubai Creek Harbour,1266.0,2407644.0,2421,-0.75,0.08,59,6.52
2017,Q4,Arabian Ranches,1035.0,1965956.0,773,1.43,-1.18,141,6.42
2017,Q4,Emaar Beachfront,1813.0,3411582.0,1113,-0.07,4.79,47,5.28
2017,Q4,Sports City,665.0,1250375.0,2427,0.81,-0.34,49,5.79
2018,Q1,Dubai Marina,1494.0,2549986.0,664,2.29,-0.12,79,6.64
2018,Q1,Downtown Dubai,2005.0,3715773.0,1178,-1.83,-0.61,67,6.65
2018,Q1,Business Bay,1259.0,2274570.0,530,1.72,3.53,53,4.69
2018,Q1,JVC,824.0,1523354.0,611,-0.84,-0.21,84,5.8
2018,Q1,Palm Jumeirah,3736.0,6379573.0,312,1.14,-0.72,162,5.59
2018,Q1,JLT,907.0,1577562.0,2218,2.27,-1.46,108,5.76
2018,Q1,DIFC,2565.0,4223235.0,442,-2.84,-0.45,72,5.62
2018,Q1,Al Barsha,1091.0,2004997.0,2156,-1.61,-1.43,81,6.12
2018,Q1,Mirdif,724.0,1303546.0,1733,3.49,-0.44,111,5.19
2018,Q1,Dubai Hills Estate,1587.0,2730232.0,1995,2.22,-0.64,59,5.8
2018,Q1,Town Square,798.0,1533192.0,1689,3.22,-0.98,139,5.71
2018,Q1,Dubai Creek Harbour,1279.0,2285599.0,1493,2.14,-2.71,143,7.16
2018,Q1,Arabian Ranches,1068.0,1886495.0,2339,-0.95,-0.18,155,5.7
2018,Q1,Emaar Beachfront,1821.0,3417800.0,856,0.7,-0.41,75,6.25
2018,Q1,Sports City,668.0,1131113.0,1734,0.93,-1.81,179,5.68
2018,Q2,Dubai Marina,1454.0,2679005.0,1551,0.96,-4.36,79,5.3
2018,Q2,Downtown Dubai,1942.0,3426689.0,238,0.0,-0.41,38,6.0
2018,Q2,Business Bay,1292.0,2309793.0,1429,-2.35,-0.23,145,6.28
2018,Q2,JVC,823.0,1510911.0,604,1.65,-1.78,75,6.3
2018,Q2,Palm Jumeirah,3814.0,6758289.0,2346,2.48,1.17,38,5.28
2018,Q2,JLT,917.0,1719635.0,2009,-0.39,0.98,170,5.75
2018,Q2,DIFC,2539.0,4705082.0,2017,-2.54,-1.68,105,4.97
2018,Q2,Al Barsha,1033.0,1881103.0,656,0.29,-1.73,114,5.92
2018,Q2,Mirdif,714.0,1285677.0,1617,1.11,-1.82,138,5.71
2018,Q2,Dubai Hills Estate,1659.0,2879434.0,2139,1.43,-6.47,58,5.86
2018,Q2,Town Square,786.0,1417223.0,1845,-1.96,-1.22,160,5.96
2018,Q2,Dubai Creek Harbour,1239.0,2371352.0,1287,2.19,-3.43,140,6.36
2018,Q2,Arabian Ranches,1046.0,1871948.0,404,2.47,0.32,153,5.93
2018,Q2,Emaar Beachfront,1673.0,3481545.0,1017,-2.65,1.69,93,5.35
2018,Q2,Sports City,697.0,1203268.0,1322,-0.91,0.26,110,5.55
2018,Q3,Dubai Marina,1468.0,2601446.0,1769,2.18,-1.69,71,5.79
2018,Q3,Downtown Dubai,1993.0,3476732.0,263,0.33,-1.08,70,6.02
2018,Q3,Business Bay,1290.0,2304356.0,2408,0.53,-1.03,144,5.79
2018,Q3,JVC,785.0,1614020.0,522,3.63,-1.61,112,5.8
2018,Q3,Palm Jumeirah,3556.0,6523917.0,1405,-2.86,1.79,151,6.31
2018,Q3,JLT,877.0,1599362.0,2023,-1.66,-1.31,127,5.49
2018,Q3,DIFC,2503.0,4737365.0,928,0.55,-2.09,146,6.7
2018,Q3,Al Barsha,1070.0,1871353.0,477,2.85,-3.19,121,5.7
2018,Q3,Mirdif,728.0,1347600.0,2126,1.73,0.47,121,6.12
2018,Q3,Dubai Hills Estate,1691.0,2974131.0,930,-2.99,-0.58,164,5.25
2018,Q3,Town Square,789.0,1559392.0,614,-1.37,-1.17,47,5.33
2018,Q3,Dubai Creek Harbour,1292.0,2424567.0,380,3.55,3.57,115,6.09
2018,Q3,Arabian Ranches,1043.0,1854508.0,546,2.13,2.09,154,6.49
2018,Q3,Emaar Beachfront,1805.0,3320514.0,1209,0.63,-4.94,34,6.34
2018,Q3,Sports City,676.0,1148340.0,924,1.18,-0.84,170,5.94
2018,Q4,Dubai Marina,1410.0,2644408.0,1265,0.73,-2.74,88,6.07
2018,Q4,Downtown Dubai,1930.0,3970036.0,2278,1.39,0.45,53,5.88
2018,Q4,Business Bay,1220.0,2016254.0,2288,1.37,-1.55,89,5.76
2018,Q4,JVC,830.0,1433292.0,462,-1.34,-1.68,59,5.61
2018,Q4,Palm Jumeirah,3420.0,7258755.0,1214,-1.07,-3.21,174,5.92
2018,Q4,JLT,889.0,1651533.0,98,-0.28,-2.09,140,6.21
2018,Q4,DIFC,2419.0,4745724.0,1981,-0.2,-4.06,81,6.23
2018,Q4,Al Barsha,1090.0,1877572.0,2424,-0.53,0.81,31,6.01
2018,Q4,Mirdif,747.0,1297280.0,195,3.42,0.68,44,5.86
2018,Q4,Dubai Hills Estate,1691.0,2948923.0,960,0.07,-0.75,115,4.39
2018,Q4,Town Square,819.0,1456524.0,505,-0.25,-2.32,125,6.5
2018,Q4,Dubai Creek Harbour,1297.0,2427842.0,2122,-0.1,-0.84,59,5.35
2018,Q4,Arabian Ranches,1088.0,1893126.0,1108,1.06,-1.95,36,5.85
2018,Q4,Emaar Beachfront,1762.0,3311515.0,1247,-0.71,-2.92,135,6.24
2018,Q4,Sports City,666.0,1183904.0,1234,0.8,0.06,136,5.81
2019,Q1,Dubai Marina,1405.0,2526197.0,218,-0.7,-4.19,113,5.28
2019,Q1,Downtown Dubai,1879.0,3340410.0,1553,1.17,-1.69,55,5.68
2019,Q1,Business Bay,1169.0,2232712.0,1678,2.39,0.22,71,6.02
2019,Q1,JVC,787.0,1295921.0,271,-1.15,-2.86,49,7.0
2019,Q1,Palm Jumeirah,3433.0,6119055.0,2273,2.46,-3.78,112,5.74
2019,Q1,JLT,867.0,1510342.0,1572,1.28,-0.57,140,6.29
2019,Q1,DIFC,2508.0,4487676.0,2471,2.4,1.16,155,5.59
2019,Q1,Al Barsha,1004.0,1952047.0,2385,3.27,-2.25,127,6.4
2019,Q1,Mirdif,678.0,1245222.0,1262,0.8,0.93,65,5.15
2019,Q1,Dubai Hills Estate,1577.0,2773713.0,1831,-0.39,-3.25,77,5.96
2019,Q1,Town Square,783.0,1344161.0,2475,-0.82,-2.63,142,5.71
2019,Q1,Dubai Creek Harbour,1239.0,2137805.0,761,1.5,0.48,64,5.82
2019,Q1,Arabian Ranches,1012.0,1881498.0,2407,-1.81,-0.15,39,6.05
2019,Q1,Emaar Beachfront,1758.0,3269670.0,862,-1.33,1.05,177,6.17
2019,Q1,Sports City,649.0,1214039.0,2209,-0.53,-0.31,99,6.11
2019,Q2,Dubai Marina,1373.0,2708875.0,330,1.41,-0.37,53,6.19
2019,Q2,Downtown Dubai,1951.0,3522437.0,967,-1.2,-2.07,170,4.77
2019,Q2,Business Bay,1191.0,2430361.0,615,-2.26,-3.0,50,5.18
2019,Q2,JVC,782.0,1494187.0,2058,2.28,-0.03,162,6.9
2019,Q2,Palm Jumeirah,3398.0,6201752.0,1864,1.84,-2.99,38,6.09
2019,Q2,JLT,852.0,1532957.0,281,1.43,-1.76,106,6.22
2019,Q2,DIFC,2492.0,4546006.0,831,0.28,-2.5,30,6.0
2019,Q2,Al Barsha,1032.0,1899659.0,2215,2.81,-4.11,87,6.41
2019,Q2,Mirdif,702.0,1252337.0,1115,2.27,0.08,159,6.18
2019,Q2,Dubai Hills Estate,1493.0,2826076.0,734,-0.57,-0.92,43,5.65
2019,Q2,Town Square,780.0,1469202.0,2020,1.15,-2.48,59,5.23
2019,Q2,Dubai Creek Harbour,1183.0,2230614.0,1851,1.76,-0.01,90,5.45
2019,Q2,Arabian Ranches,1062.0,1844484.0,322,-0.61,-0.23,107,5.8
2019,Q2,Emaar Beachfront,1795.0,3166854.0,187,1.11,0.07,104,5.49
2019,Q2,Sports City,695.0,1089387.0,178,-0.57,0.06,94,5.88
2019,Q3,Dubai Marina,1386.0,2518980.0,477,0.46,-1.3,92,6.11
2019,Q3,Downtown Dubai,1946.0,3455638.0,2335,0.35,-6.36,130,6.12
2019,Q3,Business Bay,1258.0,2137576.0,501,1.43,0.26,102,5.16
2019,Q3,JVC,769.0,1457358.0,988,-0.9,-3.05,113,5.89
2019,Q3,Palm Jumeirah,3309.0,6671717.0,698,-0.35,-1.8,53,5.71
2019,Q3,JLT,889.0,1545557.0,1285,0.23,-0.6,32,5.94
2019,Q3,DIFC,2448.0,4402863.0,2313,0.0,-3.66,129,6.26
2019,Q3,Al Barsha,1043.0,1936583.0,1794,1.8,-2.57,89,5.68
2019,Q3,Mirdif,665.0,1319367.0,2454,-0.72,-5.24,61,5.46
2019,Q3,Dubai Hills Estate,1564.0,2900729.0,371,1.26,0.32,154,5.87
2019,Q3,Town Square,789.0,1542783.0,1005,1.45,-3.42,169,5.6
2019,Q3,Dubai Creek Harbour,1166.0,2237087.0,2027,1.16,-3.1,137,5.8
2019,Q3,Arabian Ranches,1048.0,1806623.0,1914,0.58,-2.06,74,6.13
2019,Q3,Emaar Beachfront,1757.0,3184525.0,2319,2.01,-1.68,76,6.85
2019,Q3,Sports City,634.0,1189699.0,909,-0.6,2.13,103,5.56
2019,Q4,Dubai Marina,1396.0,2546338.0,2357,2.48,0.13,95,6.37
2019,Q4,Downtown Dubai,1924.0,3498540.0,2464,-1.19,-0.02,114,6.37
2019,Q4,Business Bay,1167.0,2330205.0,2448,2.83,-1.35,37,5.41
2019,Q4,JVC,789.0,1406565.0,796,1.34,-4.67,112,5.99
2019,Q4,Palm Jumeirah,3567.0,6215915.0,1620,1.19,-2.83,165,4.99
2019,Q4,JLT,877.0,1503023.0,1873,2.53,-3.15,116,5.62
2019,Q4,DIFC,2486.0,4396464.0,715,-1.66,1.83,70,5.87
2019,Q4,Al Barsha,1089.0,1809165.0,418,0.43,0.78,48,6.81
2019,Q4,Mirdif,677.0,1189868.0,730,-0.85,-1.62,35,5.9
2019,Q4,Dubai Hills Estate,1518.0,2706201.0,832,2.01,-2.28,53,5.48
2019,Q4,Town Square,729.0,1379848.0,719,0.3,-0.85,175,5.56
2019,Q4,Dubai Creek Harbour,1185.0,2076010.0,2376,-0.87,2.48,174,5.48
2019,Q4,Arabian Ranches,1107.0,1909649.0,1013,2.72,-2.35,100,5.76
2019,Q4,Emaar Beachfront,1757.0,3105679.0,2497,1.16,-0.59,102,6.02
2019,Q4,Sports City,661.0,1172121.0,1014,1.13,-3.1,171,5.92
2020,Q1,Dubai Marina,1289.0,2318906.0,1313,0.92,0.19,106,5.2
2020,Q1,Downtown Dubai,1840.0,3514588.0,1730,-0.1,0.54,142,5.15
2020,Q1,Business Bay,1214.0,2038244.0,1729,-1.39,-4.71,74,5.02
2020,Q1,JVC,737.0,1234878.0,1329,0.98,-2.8,130,5.13
2020,Q1,Palm Jumeirah,3250.0,5873179.0,791,-0.04,-2.26,68,5.89
2020,Q1,JLT,843.0,1356408.0,821,0.99,-2.04,92,6.4
2020,Q1,DIFC,2358.0,3715003.0,1595,0.86,-2.36,172,5.14
2020,Q1,Al Barsha,1033.0,1808131.0,1682,3.16,-1.82,75,5.79
2020,Q1,Mirdif,632.0,1122861.0,2490,2.98,-2.66,66,6.28
2020,Q1,Dubai Hills Estate,1439.0,2752592.0,1704,1.46,-0.43,117,5.49
2020,Q1,Town Square,787.0,1279724.0,1979,2.06,-2.01,142,5.49
2020,Q1,Dubai Creek Harbour,1182.0,2042927.0,2150,1.07,-3.34,118,5.73
2020,Q1,Arabian Ranches,933.0,1628353.0,1349,0.55,-0.01,55,5.76
2020,Q1,Emaar Beachfront,1541.0,2896565.0,2277,1.74,-2.25,124,6.22
2020,Q1,Sports City,617.0,1233859.0,2412,0.92,-3.41,136,6.1
2020,Q2,Dubai Marina,1343.0,2254271.0,1277,0.54,-1.41,90,5.78
2020,Q2,Downtown Dubai,1845.0,3182383.0,973,-1.09,0.16,106,5.15
2020,Q2,Business Bay,1147.0,2120802.0,1313,0.21,-1.51,32,5.35
2020,Q2,JVC,751.0,1260005.0,2032,-1.66,1.04,54,5.18
2020,Q2,Palm Jumeirah,3338.0,5973570.0,876,0.05,0.27,180,5.17
2020,Q2,JLT,775.0,1551831.0,1185,0.27,0.28,50,5.14
2020,Q2,DIFC,2392.0,4187404.0,497,1.07,-1.8,124,4.9
2020,Q2,Al Barsha,956.0,1767904.0,762,-0.33,-0.14,133,6.3
2020,Q2,Mirdif,670.0,1148227.0,2294,-0.76,-1.71,106,5.84
