Country Name,Country Code,Year,Value
Kuwait,KWT,1979,24749063922.47961
Kuwait,KWT,1980,28638868355.9196
Kuwait,KWT,1981,25058020338.25349
Kuwait,KWT,1982,21577153356.41917
Kuwait,KWT,1983,20871081080.15384
Kuwait,KWT,1984,21700082752.93689
Kuwait,KWT,1985,21445970613.759464
Kuwait,KWT,1986,17903989745.177998
Kuwait,KWT,1987,22368704133.666832
Kuwait,KWT,1988,20690322152.8945
Kuwait,KWT,1989,24313855653.399323
Kuwait,KWT,1990,18427777777.77778
Kuwait,KWT,1991,11009993703.147371
Kuwait,KWT,1992,19858555214.723927
Kuwait,KWT,1993,23941391390.72848
Kuwait,KWT,1994,24848483838.38384
Kuwait,KWT,1995,27186980646.544792
Kuwait,KWT,1996,31492373308.75157
Kuwait,KWT,1997,30350190704.436146
Kuwait,KWT,1998,25943705784.29957
Kuwait,KWT,1999,30122365849.251846
Kuwait,KWT,2000,37718743480.0751
Kuwait,KWT,2001,34889559869.8326
Kuwait,KWT,2002,38135788413.82759
Kuwait,KWT,2003,47874582231.58799
Kuwait,KWT,2004,59439090600.61079
Kuwait,KWT,2005,80798630136.98631
Kuwait,KWT,2006,101557330723.42303
Kuwait,KWT,2007,114634043361.69225
Kuwait,KWT,2008,147379737229.75284
Kuwait,KWT,2009,105968691905.4155
Kuwait,KWT,2010,115416245238.47812
Kuwait,KWT,2011,154039231299.1275
Kuwait,KWT,2012,174047695598.6865
Kuwait,KWT,2013,174168116687.21497
Kuwait,KWT,2014,162650450784.68552
Kuwait,KWT,2015,114585555830.9162
Kuwait,KWT,2016,109406674087.94688
Kuwait,KWT,2017,120687539675.51738
Kuwait,KWT,2018,138202535962.40082
Kuwait,KWT,2019,138696321087.86374
Kuwait,KWT,2020,107512998447.02074
Kuwait,KWT,2021,141777271268.69412
Kuwait,KWT,2022,182809482400.9244
Kuwait,KWT,2023,161772221950.94162
Oman,OMN,1965,63279974.68801013
Oman,OMN,1966,67759972.89601085
Oman,OMN,1967,107151832.48965073
Oman,OMN,1968,188879848.89612088
Oman,OMN,1969,239999808.0001536
Oman,OMN,1970,256319794.94416404
Oman,OMN,1971,301010587.1029836
Oman,OMN,1972,366883548.3475909
Oman,OMN,1973,483066990.6124172
Oman,OMN,1974,1645917776.491025
Oman,OMN,1975,2096699189.3456864
Oman,OMN,1976,2560220034.742328
Oman,OMN,1977,2741169947.8865085
Oman,OMN,1978,2740301389.693109
Oman,OMN,1979,3733352634.62652
Oman,OMN,1980,5981760277.938622
Oman,OMN,1981,7259120150.550087
Oman,OMN,1982,7554719455.703532
Oman,OMN,1983,7932541690.793283
Oman,OMN,1984,8821443150.924877
Oman,OMN,1985,10005645420.460632
Oman,OMN,1986,7324167369.143049
Oman,OMN,1987,7811183094.928478
Oman,OMN,1988,8386215864.759428
Oman,OMN,1989,9372171651.49545
Oman,OMN,1990,11685045513.654097
Oman,OMN,1991,11341482444.73342
Oman,OMN,1992,12452275682.704811
Oman,OMN,1993,12493107932.379711
Oman,OMN,1994,12918855656.697008
Oman,OMN,1995,13802600780.23407
Oman,OMN,1996,15277763328.9987
Oman,OMN,1997,15837451235.370611
Oman,OMN,1998,13996914694.40832
Oman,OMN,1999,15593456176.853056
Oman,OMN,2000,19507452535.760727
Oman,OMN,2001,19452000520.156048
Oman,OMN,2002,20142756046.814045
Oman,OMN,2003,21633708192.457737
Oman,OMN,2004,24763712873.86216
Oman,OMN,2005,31081991677.50325
Oman,OMN,2006,37215779713.91418
Oman,OMN,2007,42085379453.83615
Oman,OMN,2008,60905452535.76073
Oman,OMN,2009,48388363589.07672
Oman,OMN,2010,64993498049.414825
Oman,OMN,2011,77497529258.77763
Oman,OMN,2012,87408842652.79582
Oman,OMN,2013,89936020806.24187
Oman,OMN,2014,92699089726.91808
Oman,OMN,2015,78710793237.97139
Oman,OMN,2016,75128738621.58647
Oman,OMN,2017,80856697009.10272
Oman,OMN,2018,91505851755.52666
Oman,OMN,2019,88060858257.47723
Oman,OMN,2020,75909397659.29779
Oman,OMN,2021,88191977373.21198
Oman,OMN,2022,114667360208.06242
Oman,OMN,2023,108192457737.3212
Qatar,QAT,1970,301791301.79130393
Qatar,QAT,1971,387703105.52125406
Qatar,QAT,1972,510262500.1767018
Qatar,QAT,1973,793885559.971316
Qatar,QAT,1974,2401403227.4408545
Qatar,QAT,1975,2512773165.811741
Qatar,QAT,1976,3284273986.71808
Qatar,QAT,1977,3617564637.888648
Qatar,QAT,1978,4052000412.700869
Qatar,QAT,1979,5632962996.826407
Qatar,QAT,1980,7829165261.813985
Qatar,QAT,1981,8661263763.73629
Qatar,QAT,1982,7596703214.285741
Qatar,QAT,1983,6467582307.692307
Qatar,QAT,1984,6704395824.175824
Qatar,QAT,1985,6153296456.043956
Qatar,QAT,1986,5053021950.54945
Qatar,QAT,1987,5446428681.318681
Qatar,QAT,1988,6038187032.967032
Qatar,QAT,1989,6487912087.912087
Qatar,QAT,1990,7360439423.076922
Qatar,QAT,1991,6883516483.516483
Qatar,QAT,1992,7646153983.516483
Qatar,QAT,1993,7156593653.846153
Qatar,QAT,1994,7374450769.230769
Qatar,QAT,1995,8137911978.021977
Qatar,QAT,1996,9059340384.615383
Qatar,QAT,1997,11297802115.384617
Qatar,QAT,1998,10255495027.472528
Qatar,QAT,1999,12393131868.131868
Qatar,QAT,2000,17759890109.89011
Qatar,QAT,2001,17538461538.461536
Qatar,QAT,2002,19363736263.736263
Qatar,QAT,2003,23533791208.791206
Qatar,QAT,2004,31734065934.065933
Qatar,QAT,2005,44530494505.49451
Qatar,QAT,2006,60882142857.14285
Qatar,QAT,2007,79712087912.0879
Qatar,QAT,2008,115270054945.05496
Qatar,QAT,2009,97798351648.35164
Qatar,QAT,2010,125122306346.15384
Qatar,QAT,2011,167775268626.37363
Qatar,QAT,2012,186833502362.63736
Qatar,QAT,2013,198727642967.03296
Qatar,QAT,2014,206224598571.42856
Qatar,QAT,2015,161739955576.92307
Qatar,QAT,2016,151732181868.13187
Qatar,QAT,2017,161099122225.27472
Qatar,QAT,2018,183334953818.6813
Qatar,QAT,2019,176371267692.30768
Qatar,QAT,2020,144411363351.64835
Qatar,QAT,2021,179732009560.43954
Qatar,QAT,2022,235770403734.9
Saudi Arabia,SAU,1960,1748124063.4706757
Saudi Arabia,SAU,1961,1920811284.1344004
Saudi Arabia,SAU,1962,2130606531.8180645
Saudi Arabia,SAU,1963,2207393171.4953
Saudi Arabia,SAU,1964,2371808712.910156
Saudi Arabia,SAU,1965,2647955557.5556226
Saudi Arabia,SAU,1966,2920555557.1798887
Saudi Arabia,SAU,1967,3257022222.637577
Saudi Arabia,SAU,1968,4187777711.111111
Saudi Arabia,SAU,1969,4485777644.444445
Saudi Arabia,SAU,1970,5377333333.333333
Saudi Arabia,SAU,1971,7184806909.289389
Saudi Arabia,SAU,1972,9664267086.603231
Saudi Arabia,SAU,1973,14947435499.322962
Saudi Arabia,SAU,1974,45412957746.47888
Saudi Arabia,SAU,1975,46773208642.68145
Saudi Arabia,SAU,1976,64005665722.37961
Saudi Arabia,SAU,1977,74188986586.06294
Saudi Arabia,SAU,1978,80266516686.56139
Saudi Arabia,SAU,1979,111858444786.22438
Saudi Arabia,SAU,1980,164539660725.11786
Saudi Arabia,SAU,1981,184291360138.69
Saudi Arabia,SAU,1982,153240313858.32272
Saudi Arabia,SAU,1983,129171635311.14326
Saudi Arabia,SAU,1984,119624858115.77753
Saudi Arabia,SAU,1985,103897846493.64992
Saudi Arabia,SAU,1986,86961922765.32541
Saudi Arabia,SAU,1987,85695861148.1976
Saudi Arabia,SAU,1988,88256074766.35513
Saudi Arabia,SAU,1989,95344459279.03873
Saudi Arabia,SAU,1990,117630173564.753
Saudi Arabia,SAU,1991,132223230974.63284
Saudi Arabia,SAU,1992,137087850467.28972
Saudi Arabia,SAU,1993,132967957276.36848
Saudi Arabia,SAU,1994,135174899866.48865
Saudi Arabia,SAU,1995,143343124165.55408
Saudi Arabia,SAU,1996,158662483311.08145
Saudi Arabia,SAU,1997,165963684913.21762
Saudi Arabia,SAU,1998,146775466666.66666
Saudi Arabia,SAU,1999,161717066666.66666
Saudi Arabia,SAU,2000,189514933333.3333
Saudi Arabia,SAU,2001,184137600000.0
Saudi Arabia,SAU,2002,189605866666.66663
Saudi Arabia,SAU,2003,215807733333.3333
Saudi Arabia,SAU,2004,258742133333.3333
Saudi Arabia,SAU,2005,328459608764.1109
Saudi Arabia,SAU,2006,376900133511.34845
Saudi Arabia,SAU,2007,415964509673.1154
Saudi Arabia,SAU,2008,519796800000.0
Saudi Arabia,SAU,2009,429097866666.6667
Saudi Arabia,SAU,2010,528207200000.0
Saudi Arabia,SAU,2011,676634666666.6666
Saudi Arabia,SAU,2012,741849866666.6666
Saudi Arabia,SAU,2013,753864533333.3334
Saudi Arabia,SAU,2014,766605866666.6666
Saudi Arabia,SAU,2015,669484266666.6666
Saudi Arabia,SAU,2016,666000000000.0
Saudi Arabia,SAU,2017,714994666666.6666
Saudi Arabia,SAU,2018,846583733333.3334
Saudi Arabia,SAU,2019,838564800000.0
Saudi Arabia,SAU,2020,734271200000.0
Saudi Arabia,SAU,2021,874156000000.0
Saudi Arabia,SAU,2022,1108571466666.6667
Saudi Arabia,SAU,2023,1067582933333.3334
United Arab Emirates,ARE,1970,685986701.3469204
United Arab Emirates,ARE,1971,939893599.61414
United Arab Emirates,ARE,1972,1415086929.2130854
United Arab Emirates,ARE,1973,4231243615.871421
United Arab Emirates,ARE,1974,11651505689.534113
United Arab Emirates,ARE,1975,14720728248.535488
United Arab Emirates,ARE,1976,19213158778.79277
United Arab Emirates,ARE,1977,24871775164.604256
United Arab Emirates,ARE,1978,23775764224.68313
United Arab Emirates,ARE,1979,31225659620.995075
United Arab Emirates,ARE,1980,43599160050.332245
United Arab Emirates,ARE,1981,49333424135.11305
United Arab Emirates,ARE,1982,46622718605.28467
United Arab Emirates,ARE,1983,42803323345.137566
United Arab Emirates,ARE,1984,41807954235.90302
United Arab Emirates,ARE,1985,40603650231.54454
United Arab Emirates,ARE,1986,33943612094.79706
United Arab Emirates,ARE,1987,36384908744.21139
United Arab Emirates,ARE,1988,36275674203.21439
United Arab Emirates,ARE,1989,41464995913.91992
United Arab Emirates,ARE,1990,50701443748.29747
United Arab Emirates,ARE,1991,51552165622.446205
United Arab Emirates,ARE,1992,54239171887.769005
United Arab Emirates,ARE,1993,55625170253.33697
United Arab Emirates,ARE,1994,59305093979.84201
United Arab Emirates,ARE,1995,65743666575.86489
United Arab Emirates,ARE,1996,73571233996.18633
United Arab Emirates,ARE,1997,78839008444.56552
United Arab Emirates,ARE,1998,75674336283.18584
United Arab Emirates,ARE,1999,84445473110.95984
United Arab Emirates,ARE,2000,104337372362.15112
United Arab Emirates,ARE,2001,103311640571.81757
United Arab Emirates,ARE,2002,109816201497.61745
United Arab Emirates,ARE,2003,124346358066.71204
United Arab Emirates,ARE,2004,147824370319.94556
United Arab Emirates,ARE,2005,180617467964.60175
United Arab Emirates,ARE,2006,222116541865.21445
United Arab Emirates,ARE,2007,257916133424.098
United Arab Emirates,ARE,2008,315474615738.5977
United Arab Emirates,ARE,2009,253547358747.44727
United Arab Emirates,ARE,2010,300189052688.90405
United Arab Emirates,ARE,2011,360832739550.7148
United Arab Emirates,ARE,2012,384610125391.4227
United Arab Emirates,ARE,2013,400218529748.128
United Arab Emirates,ARE,2014,414105366752.8931
United Arab Emirates,ARE,2015,370275469571.1368
United Arab Emirates,ARE,2016,369255326235.5344
United Arab Emirates,ARE,2017,390516804029.95233
United Arab Emirates,ARE,2018,427049432157.9306
United Arab Emirates,ARE,2019,417989721742.6821
United Arab Emirates,ARE,2020,349473015330.15656
United Arab Emirates,ARE,2021,415178792756.9776
United Arab Emirates,ARE,2022,507063968277.74
United Arab Emirates,ARE,2023,504173451327.43365
