year,month,theme,event_count,avg_tone,avg_mentions,positive_pct,negative_pct
2020,5,UAE_CRYPTO_REGULATION,47,0.32,87.15,40.43,23.4
2020,5,UAE_ECONOMY_GROWTH,38,0.3,80.55,44.74,26.32
2020,5,UAE_FINTECH,44,1.34,72.14,45.45,13.64
2020,5,UAE_MORTGAGE_MARKET,40,0.95,75.85,52.5,17.5
2020,5,UAE_PROPERTY_INVESTMENT,47,0.76,72.87,44.68,19.15
2020,5,UAE_REAL_ESTATE_MARKET,43,0.8,80.12,51.16,20.93
2020,6,AFFORDABLE_HOUSING_UAE,45,0.78,65.93,53.33,24.44
2020,6,ARAMCO_UAE_OIL,32,1.05,68.75,53.12,21.88
2020,6,DLD_TRANSACTIONS,52,-0.07,82.79,40.38,34.62
2020,6,DUBAI_INFRASTRUCTURE,31,1.74,86.16,58.06,19.35
2020,6,DUBAI_LUXURY_REAL_ESTATE,46,1.42,69.24,56.52,15.22
2020,6,DUBAI_PROPERTY_PRICES,45,1.26,66.38,51.11,13.33
2020,6,DUBAI_RENTAL_MARKET,45,1.57,84.38,53.33,13.33
2020,6,DUBAI_TOURISM,40,1.56,76.85,60.0,12.5
2020,6,EXPO2020_DUBAI,45,1.02,70.02,46.67,17.78
2020,6,GOLDEN_VISA_UAE,27,2.35,77.19,66.67,7.41
2020,6,OFFPLAN_SALES_UAE,46,0.76,76.87,52.17,21.74
2020,6,PROPTECH_UAE,47,1.35,72.55,55.32,17.02
2020,6,REITS_UAE,36,0.73,66.25,52.78,22.22
2020,6,SUSTAINABLE_BUILDINGS_UAE,50,0.86,72.34,58.0,16.0
2020,6,UAE_CRYPTO_REGULATION,44,0.55,78.7,43.18,22.73
2020,6,UAE_ECONOMY_GROWTH,48,1.44,74.04,54.17,20.83
2020,6,UAE_FINTECH,44,0.99,70.25,54.55,18.18
2020,6,UAE_MORTGAGE_MARKET,43,1.49,57.56,58.14,16.28
2020,6,UAE_PROPERTY_INVESTMENT,41,1.31,76.54,46.34,21.95
2020,6,UAE_REAL_ESTATE_MARKET,46,0.85,69.76,50.0,19.57
2020,7,AFFORDABLE_HOUSING_UAE,37,1.37,74.59,51.35,13.51
2020,7,ARAMCO_UAE_OIL,52,0.38,71.35,46.15,19.23
2020,7,DLD_TRANSACTIONS,36,1.12,66.08,55.56,13.89
2020,7,DUBAI_INFRASTRUCTURE,35,-0.09,71.83,31.43,31.43
2020,7,DUBAI_LUXURY_REAL_ESTATE,41,1.65,76.76,51.22,12.2
2020,7,DUBAI_PROPERTY_PRICES,55,0.5,85.89,49.09,27.27
2020,7,DUBAI_RENTAL_MARKET,44,0.61,76.11,50.0,27.27
2020,7,DUBAI_TOURISM,57,0.76,78.74,45.61,22.81
2020,7,EXPO2020_DUBAI,37,0.32,68.24,37.84,21.62
2020,7,GOLDEN_VISA_UAE,36,0.51,80.83,47.22,25.0
2020,7,OFFPLAN_SALES_UAE,38,0.54,66.68,55.26,18.42
2020,7,PROPTECH_UAE,47,1.62,82.47,57.45,12.77
2020,7,REITS_UAE,63,1.53,71.86,60.32,14.29
2020,7,SUSTAINABLE_BUILDINGS_UAE,47,0.57,77.53,42.55,27.66
2020,7,UAE_CRYPTO_REGULATION,49,0.52,77.71,48.98,26.53
2020,7,UAE_ECONOMY_GROWTH,37,1.75,68.35,67.57,16.22
2020,7,UAE_FINTECH,38,1.88,78.0,60.53,13.16
2020,7,UAE_MORTGAGE_MARKET,48,0.68,73.17,52.08,20.83
2020,7,UAE_PROPERTY_INVESTMENT,39,1.19,71.15,56.41,10.26
2020,7,UAE_REAL_ESTATE_MARKET,28,0.67,70.61,42.86,25.0
2020,8,AFFORDABLE_HOUSING_UAE,43,0.84,61.84,48.84,13.95
2020,8,ARAMCO_UAE_OIL,40,1.64,77.1,57.5,12.5
2020,8,DLD_TRANSACTIONS,40,0.82,77.82,40.0,15.0
2020,8,DUBAI_INFRASTRUCTURE,36,0.93,76.5,41.67,19.44
2020,8,DUBAI_LUXURY_REAL_ESTATE,40,0.4,63.58,35.0,20.0
2020,8,DUBAI_PROPERTY_PRICES,36,0.42,84.81,41.67,19.44
2020,8,DUBAI_RENTAL_MARKET,46,1.0,70.67,52.17,17.39
2020,8,DUBAI_TOURISM,28,0.55,72.89,42.86,21.43
2020,8,EXPO2020_DUBAI,38,0.71,75.21,55.26,26.32
2020,8,GOLDEN_VISA_UAE,39,0.87,69.1,53.85,17.95
2020,8,OFFPLAN_SALES_UAE,42,0.97,73.26,50.0,19.05
2020,8,PROPTECH_UAE,40,1.03,76.38,47.5,10.0
2020,8,REITS_UAE,43,1.2,72.74,51.16,18.6
2020,8,SUSTAINABLE_BUILDINGS_UAE,40,0.31,77.9,40.0,27.5
2020,8,UAE_CRYPTO_REGULATION,46,0.43,81.22,43.48,28.26
2020,8,UAE_ECONOMY_GROWTH,43,1.53,87.53,55.81,13.95
2020,8,UAE_FINTECH,48,1.81,77.48,60.42,8.33
2020,8,UAE_MORTGAGE_MARKET,36,0.28,66.67,36.11,16.67
2020,8,UAE_PROPERTY_INVESTMENT,43,-0.1,80.93,37.21,30.23
2020,8,UAE_REAL_ESTATE_MARKET,42,0.45,66.81,45.24,30.95
2020,9,AFFORDABLE_HOUSING_UAE,32,0.87,67.09,46.88,15.62
2020,9,ARAMCO_UAE_OIL,40,0.86,74.38,47.5,17.5
2020,9,DLD_TRANSACTIONS,38,0.94,86.87,44.74,10.53
2020,9,DUBAI_INFRASTRUCTURE,41,0.94,60.46,48.78,14.63
2020,9,DUBAI_LUXURY_REAL_ESTATE,43,0.56,72.81,51.16,27.91
2020,9,DUBAI_PROPERTY_PRICES,54,1.0,73.91,50.0,16.67
2020,9,DUBAI_RENTAL_MARKET,39,1.45,79.05,56.41,7.69
2020,9,DUBAI_TOURISM,44,0.53,78.5,47.73,29.55
2020,9,EXPO2020_DUBAI,43,0.37,84.33,37.21,23.26
2020,9,GOLDEN_VISA_UAE,38,0.77,73.45,50.0,21.05
2020,9,OFFPLAN_SALES_UAE,42,0.53,73.9,42.86,23.81
2020,9,PROPTECH_UAE,41,0.86,79.44,46.34,19.51
2020,9,REITS_UAE,41,0.71,72.63,41.46,21.95
2020,9,SUSTAINABLE_BUILDINGS_UAE,35,1.05,73.0,54.29,25.71
2020,9,UAE_CRYPTO_REGULATION,41,1.12,80.88,53.66,17.07
2020,9,UAE_ECONOMY_GROWTH,39,0.77,78.51,41.03,12.82
2020,9,UAE_FINTECH,37,0.55,63.16,37.84,21.62
2020,9,UAE_MORTGAGE_MARKET,35,1.39,69.46,57.14,22.86
2020,9,UAE_PROPERTY_INVESTMENT,44,0.86,85.43,45.45,22.73
2020,9,UAE_REAL_ESTATE_MARKET,43,1.27,63.23,58.14,13.95
2020,10,AFFORDABLE_HOUSING_UAE,42,1.1,89.64,54.76,16.67
2020,10,ARAMCO_UAE_OIL,38,0.22,89.0,36.84,28.95
2020,10,DLD_TRANSACTIONS,34,1.49,74.85,61.76,11.76
2020,10,DUBAI_INFRASTRUCTURE,47,1.85,75.66,68.09,12.77
2020,10,DUBAI_LUXURY_REAL_ESTATE,38,-0.07,76.63,36.84,36.84
2020,10,DUBAI_PROPERTY_PRICES,40,0.57,73.53,50.0,22.5
2020,10,DUBAI_RENTAL_MARKET,44,1.3,85.52,54.55,15.91
2020,10,DUBAI_TOURISM,38,1.35,80.74,47.37,15.79
2020,10,EXPO2020_DUBAI,37,0.97,80.24,56.76,27.03
2020,10,GOLDEN_VISA_UAE,36,0.87,70.14,55.56,25.0
2020,10,OFFPLAN_SALES_UAE,52,0.4,68.54,38.46,28.85
2020,10,PROPTECH_UAE,36,0.77,82.44,58.33,22.22
2020,10,REITS_UAE,48,0.45,81.02,39.58,29.17
2020,10,SUSTAINABLE_BUILDINGS_UAE,53,0.36,81.28,47.17,24.53
2020,10,UAE_CRYPTO_REGULATION,46,1.56,63.74,63.04,15.22
2020,10,UAE_ECONOMY_GROWTH,43,0.66,73.72,53.49,20.93
2020,10,UAE_FINTECH,33,0.69,63.45,54.55,21.21
2020,10,UAE_MORTGAGE_MARKET,44,0.72,73.05,40.91,20.45
2020,10,UAE_PROPERTY_INVESTMENT,43,0.62,76.26,44.19,23.26
2020,10,UAE_REAL_ESTATE_MARKET,42,0.93,73.07,50.0,21.43
2020,11,AFFORDABLE_HOUSING_UAE,44,0.92,71.95,56.82,18.18
2020,11,ARAMCO_UAE_OIL,44,1.33,84.07,54.55,22.73
2020,11,DLD_TRANSACTIONS,39,0.12,75.26,41.03,33.33
2020,11,DUBAI_INFRASTRUCTURE,41,0.54,83.83,43.9,21.95
2020,11,DUBAI_LUXURY_REAL_ESTATE,54,0.48,70.57,40.74,22.22
2020,11,DUBAI_PROPERTY_PRICES,37,0.08,75.38,40.54,24.32
2020,11,DUBAI_RENTAL_MARKET,48,1.22,82.94,50.0,14.58
2020,11,DUBAI_TOURISM,37,1.29,80.19,56.76,13.51
2020,11,EXPO2020_DUBAI,32,0.31,60.41,43.75,25.0
2020,11,GOLDEN_VISA_UAE,45,1.1,65.33,55.56,13.33
2020,11,OFFPLAN_SALES_UAE,41,1.33,70.95,58.54,21.95
2020,11,PROPTECH_UAE,42,1.25,79.71,52.38,9.52
2020,11,REITS_UAE,53,0.38,75.66,37.74,15.09
2020,11,SUSTAINABLE_BUILDINGS_UAE,35,1.01,79.77,48.57,11.43
2020,11,UAE_CRYPTO_REGULATION,32,0.87,82.41,50.0,28.12
2020,11,UAE_ECONOMY_GROWTH,35,1.58,67.54,62.86,8.57
2020,11,UAE_FINTECH,40,1.17,78.0,55.0,17.5
2020,11,UAE_MORTGAGE_MARKET,41,1.22,74.56,60.98,17.07
2020,11,UAE_PROPERTY_INVESTMENT,46,1.5,72.07,63.04,10.87
2020,11,UAE_REAL_ESTATE_MARKET,32,0.57,66.25,46.88,25.0
2020,12,AFFORDABLE_HOUSING_UAE,41,1.11,76.07,51.22,19.51
2020,12,ARAMCO_UAE_OIL,32,1.29,86.03,50.0,12.5
2020,12,DLD_TRANSACTIONS,51,0.48,75.67,45.1,23.53
2020,12,DUBAI_INFRASTRUCTURE,46,1.65,76.48,63.04,21.74
2020,12,DUBAI_LUXURY_REAL_ESTATE,36,0.82,62.72,50.0,25.0
2020,12,DUBAI_PROPERTY_PRICES,42,1.72,90.17,69.05,11.9
2020,12,DUBAI_RENTAL_MARKET,52,1.66,72.42,57.69,13.46
2020,12,DUBAI_TOURISM,36,1.18,71.69,50.0,13.89
2020,12,EXPO2020_DUBAI,43,0.64,82.88,41.86,23.26
2020,12,GOLDEN_VISA_UAE,41,0.96,70.68,46.34,24.39
2020,12,OFFPLAN_SALES_UAE,37,1.42,75.62,64.86,18.92
2020,12,PROPTECH_UAE,39,0.93,72.59,48.72,17.95
2020,12,REITS_UAE,46,0.42,69.57,41.3,19.57
2020,12,SUSTAINABLE_BUILDINGS_UAE,50,0.44,80.2,48.0,28.0
2020,12,UAE_CRYPTO_REGULATION,33,1.04,62.85,45.45,15.15
2020,12,UAE_ECONOMY_GROWTH,36,0.61,75.67,38.89,13.89
2020,12,UAE_FINTECH,34,0.64,73.18,44.12,17.65
2020,12,UAE_MORTGAGE_MARKET,54,1.1,69.0,53.7,18.52
2020,12,UAE_PROPERTY_INVESTMENT,41,1.35,78.59,58.54,14.63
2020,12,UAE_REAL_ESTATE_MARKET,38,1.02,81.82,52.63,21.05
2021,1,AFFORDABLE_HOUSING_UAE,47,0.75,85.72,51.06,12.77
2021,1,ARAMCO_UAE_OIL,44,0.9,74.41,52.27,22.73
2021,1,DLD_TRANSACTIONS,49,1.2,66.18,53.06,16.33
2021,1,DUBAI_INFRASTRUCTURE,46,0.86,74.87,43.48,19.57
2021,1,DUBAI_LUXURY_REAL_ESTATE,49,-0.16,75.43,40.82,34.69
2021,1,DUBAI_PROPERTY_PRICES,43,1.08,76.35,53.49,23.26
2021,1,DUBAI_RENTAL_MARKET,35,-0.05,80.74,42.86,34.29
2021,1,DUBAI_TOURISM,39,0.98,59.87,46.15,25.64
2021,1,EXPO2020_DUBAI,37,0.02,84.19,37.84,29.73
2021,1,GOLDEN_VISA_UAE,42,0.19,81.02,40.48,28.57
2021,1,OFFPLAN_SALES_UAE,35,2.03,84.11,62.86,11.43
2021,1,PROPTECH_UAE,52,1.48,73.02,48.08,17.31
2021,1,REITS_UAE,54,1.04,70.5,51.85,20.37
2021,1,SUSTAINABLE_BUILDINGS_UAE,40,1.7,75.92,65.0,17.5
2021,1,UAE_CRYPTO_REGULATION,42,0.66,74.05,45.24,23.81
2021,1,UAE_ECONOMY_GROWTH,33,1.3,83.58,60.61,12.12
2021,1,UAE_FINTECH,35,0.88,80.91,48.57,17.14
2021,1,UAE_MORTGAGE_MARKET,36,1.56,74.81,55.56,11.11
2021,1,UAE_PROPERTY_INVESTMENT,38,1.18,77.42,50.0,15.79
2021,1,UAE_REAL_ESTATE_MARKET,44,1.03,65.98,45.45,15.91
2021,2,AFFORDABLE_HOUSING_UAE,37,1.6,77.43,59.46,16.22
2021,2,ARAMCO_UAE_OIL,49,0.74,77.33,46.94,18.37
2021,2,DLD_TRANSACTIONS,41,0.54,71.61,51.22,19.51
2021,2,DUBAI_INFRASTRUCTURE,43,0.74,72.4,44.19,23.26
2021,2,DUBAI_LUXURY_REAL_ESTATE,33,1.03,93.12,51.52,21.21
2021,2,DUBAI_PROPERTY_PRICES,40,0.23,76.38,37.5,27.5
2021,2,DUBAI_RENTAL_MARKET,45,0.6,68.6,42.22,13.33
2021,2,DUBAI_TOURISM,39,0.55,74.82,43.59,17.95
2021,2,EXPO2020_DUBAI,40,0.35,65.88,45.0,27.5
2021,2,GOLDEN_VISA_UAE,48,1.14,67.77,52.08,20.83
2021,2,OFFPLAN_SALES_UAE,46,0.7,74.0,52.17,21.74
2021,2,PROPTECH_UAE,34,0.19,89.65,47.06,23.53
2021,2,REITS_UAE,46,1.72,72.09,60.87,15.22
2021,2,SUSTAINABLE_BUILDINGS_UAE,43,1.7,76.53,62.79,16.28
2021,2,UAE_CRYPTO_REGULATION,35,1.36,63.63,51.43,11.43
2021,2,UAE_ECONOMY_GROWTH,31,0.68,76.94,54.84,32.26
2021,2,UAE_FINTECH,39,-0.54,74.85,35.9,33.33
2021,2,UAE_MORTGAGE_MARKET,33,-0.44,65.94,42.42,33.33
2021,2,UAE_PROPERTY_INVESTMENT,31,1.54,79.35,51.61,16.13
2021,2,UAE_REAL_ESTATE_MARKET,34,1.03,70.88,41.18,14.71
2021,3,AFFORDABLE_HOUSING_UAE,52,0.52,69.37,46.15,21.15
2021,3,ARAMCO_UAE_OIL,42,0.77,74.05,57.14,23.81
2021,3,DLD_TRANSACTIONS,38,0.87,87.24,42.11,18.42
2021,3,DUBAI_INFRASTRUCTURE,37,1.05,82.57,56.76,13.51
2021,3,DUBAI_LUXURY_REAL_ESTATE,50,0.19,80.36,40.0,24.0
2021,3,DUBAI_PROPERTY_PRICES,47,1.42,65.4,53.19,17.02
2021,3,DUBAI_RENTAL_MARKET,33,0.12,83.24,36.36,24.24
2021,3,DUBAI_TOURISM,34,0.94,76.12,55.88,20.59
2021,3,EXPO2020_DUBAI,52,0.54,74.06,50.0,23.08
2021,3,GOLDEN_VISA_UAE,47,1.07,73.15,57.45,19.15
2021,3,OFFPLAN_SALES_UAE,38,0.79,85.34,52.63,21.05
2021,3,PROPTECH_UAE,43,1.65,87.21,60.47,11.63
2021,3,REITS_UAE,34,0.68,87.74,44.12,11.76
2021,3,SUSTAINABLE_BUILDINGS_UAE,40,1.06,78.3,52.5,17.5
2021,3,UAE_CRYPTO_REGULATION,49,1.55,85.39,57.14,14.29
2021,3,UAE_ECONOMY_GROWTH,47,1.19,78.68,53.19,19.15
2021,3,UAE_FINTECH,57,1.25,74.6,50.88,17.54
2021,3,UAE_MORTGAGE_MARKET,42,1.41,69.14,50.0,9.52
2021,3,UAE_PROPERTY_INVESTMENT,38,0.73,75.58,52.63,28.95
2021,3,UAE_REAL_ESTATE_MARKET,44,0.74,84.91,45.45,22.73
2021,4,AFFORDABLE_HOUSING_UAE,49,1.34,66.2,51.02,16.33
2021,4,ARAMCO_UAE_OIL,50,0.51,68.6,46.0,24.0
2021,4,DLD_TRANSACTIONS,36,1.35,68.61,58.33,19.44
2021,4,DUBAI_INFRASTRUCTURE,41,-0.15,74.85,34.15,24.39
2021,4,DUBAI_LUXURY_REAL_ESTATE,38,1.33,80.61,55.26,13.16
2021,4,DUBAI_PROPERTY_PRICES,38,0.67,68.84,50.0,18.42
2021,4,DUBAI_RENTAL_MARKET,32,1.12,70.66,50.0,15.62
2021,4,DUBAI_TOURISM,44,1.17,61.25,54.55,13.64
2021,4,EXPO2020_DUBAI,25,1.59,86.12,64.0,12.0
2021,4,GOLDEN_VISA_UAE,42,1.31,62.67,50.0,14.29
2021,4,OFFPLAN_SALES_UAE,32,0.89,71.38,46.88,25.0
2021,4,PROPTECH_UAE,51,0.86,71.96,52.94,21.57
2021,4,REITS_UAE,35,-0.22,72.2,37.14,31.43
2021,4,SUSTAINABLE_BUILDINGS_UAE,45,1.42,70.51,48.89,15.56
2021,4,UAE_CRYPTO_REGULATION,36,1.11,86.72,47.22,19.44
2021,4,UAE_ECONOMY_GROWTH,40,1.04,86.72,52.5,17.5
2021,4,UAE_FINTECH,35,1.22,85.91,51.43,8.57
2021,4,UAE_MORTGAGE_MARKET,42,0.74,71.48,45.24,21.43
2021,4,UAE_PROPERTY_INVESTMENT,38,1.9,61.76,57.89,7.89
2021,4,UAE_REAL_ESTATE_MARKET,42,1.63,73.36,61.9,19.05
2021,5,AFFORDABLE_HOUSING_UAE,42,0.22,64.4,47.62,26.19
2021,5,ARAMCO_UAE_OIL,44,0.6,75.36,38.64,20.45
2021,5,DLD_TRANSACTIONS,39,1.36,73.74,48.72,17.95
2021,5,DUBAI_INFRASTRUCTURE,43,1.3,87.07,51.16,13.95
2021,5,DUBAI_LUXURY_REAL_ESTATE,50,0.41,69.8,40.0,24.0
2021,5,DUBAI_PROPERTY_PRICES,34,1.27,63.59,58.82,17.65
2021,5,DUBAI_RENTAL_MARKET,32,1.47,72.84,56.25,15.62
2021,5,DUBAI_TOURISM,40,0.72,76.3,47.5,17.5
2021,5,EXPO2020_DUBAI,37,0.74,67.19,51.35,18.92
2021,5,GOLDEN_VISA_UAE,47,0.3,70.81,48.94,17.02
2021,5,OFFPLAN_SALES_UAE,43,0.26,72.58,44.19,20.93
2021,5,PROPTECH_UAE,39,0.49,68.69,41.03,23.08
2021,5,REITS_UAE,46,1.37,89.17,54.35,15.22
2021,5,SUSTAINABLE_BUILDINGS_UAE,50,1.09,85.08,52.0,20.0
2021,5,UAE_CRYPTO_REGULATION,33,0.45,68.39,42.42,15.15
2021,5,UAE_ECONOMY_GROWTH,47,0.19,83.32,42.55,25.53
2021,5,UAE_FINTECH,39,1.26,71.36,61.54,15.38
2021,5,UAE_MORTGAGE_MARKET,35,1.01,79.0,54.29,17.14
2021,5,UAE_PROPERTY_INVESTMENT,44,0.76,69.7,50.0,15.91
2021,5,UAE_REAL_ESTATE_MARKET,43,1.03,69.07,53.49,18.6
2021,6,AFFORDABLE_HOUSING_UAE,36,0.92,87.06,44.44,22.22
2021,6,ARAMCO_UAE_OIL,37,1.11,66.38,48.65,16.22
2021,6,DLD_TRANSACTIONS,42,0.58,73.9,50.0,26.19
2021,6,DUBAI_INFRASTRUCTURE,53,1.28,68.09,49.06,13.21
2021,6,DUBAI_LUXURY_REAL_ESTATE,38,0.8,64.87,44.74,21.05
2021,6,DUBAI_PROPERTY_PRICES,35,1.57,75.4,57.14,8.57
2021,6,DUBAI_RENTAL_MARKET,38,0.05,78.42,36.84,28.95
2021,6,DUBAI_TOURISM,50,1.09,72.84,50.0,24.0
2021,6,EXPO2020_DUBAI,41,0.94,80.44,48.78,21.95
2021,6,GOLDEN_VISA_UAE,42,1.55,80.55,64.29,11.9
2021,6,OFFPLAN_SALES_UAE,46,1.01,80.39,54.35,19.57
2021,6,PROPTECH_UAE,46,1.48,85.63,60.87,10.87
2021,6,REITS_UAE,37,0.16,72.22,40.54,21.62
2021,6,SUSTAINABLE_BUILDINGS_UAE,45,0.84,90.91,51.11,24.44
2021,6,UAE_CRYPTO_REGULATION,37,1.06,76.59,40.54,16.22
2021,6,UAE_ECONOMY_GROWTH,30,-0.14,81.83,40.0,30.0
2021,6,UAE_FINTECH,37,2.05,84.46,64.86,10.81
