date,year,month,quarter,state,petrol_price_inr,diesel_price_inr,cng_price_inr,rbi_repo_rate_pct,india_gdp_growth_pct,india_cpi_pct,usd_inr_rate,consumer_confidence_index,diwali_month,navratri_month,eid_month,financial_year_end,budget_month,new_model_launches,gst_rate_pct,bs6_norms_active,ev_subsidy_active
2019-02-01,2019,2,Q1,Odisha,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Puducherry,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Punjab,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Rajasthan,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Sikkim,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Tamil Nadu,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Telangana,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Tripura,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Uttar Pradesh,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,Uttarakhand,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,West Bengal,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-02-01,2019,2,Q1,All India,70.48,63.0,42.29,6.25,6.5,4.76,70.42,72,0,0,0,0,1,6,43.0,0,0
2019-03-01,2019,3,Q1,Andaman & Nicobar Island,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Andhra Pradesh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Arunachal Pradesh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Assam,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Bihar,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Chandigarh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Chhattisgarh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Dadra and Nagar Haveli,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Daman and Diu,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Delhi,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Goa,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Gujarat,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Haryana,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Himachal Pradesh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Jammu and Kashmir,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Jharkhand,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Karnataka,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Kerala,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Ladakh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Lakshadweep,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Madhya Pradesh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Maharashtra,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Manipur,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Meghalaya,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Mizoram,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Nagaland,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Odisha,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Puducherry,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Punjab,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Rajasthan,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Sikkim,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Tamil Nadu,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Telangana,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Tripura,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Uttar Pradesh,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,Uttarakhand,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,West Bengal,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-03-01,2019,3,Q1,All India,71.05,63.65,42.63,6.25,6.5,4.76,70.42,72,0,0,0,1,0,3,43.0,0,0
2019-04-01,2019,4,Q2,Andaman & Nicobar Island,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Andhra Pradesh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Arunachal Pradesh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Assam,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Bihar,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Chandigarh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Chhattisgarh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Dadra and Nagar Haveli,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Daman and Diu,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Delhi,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Goa,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Gujarat,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Haryana,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Himachal Pradesh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Jammu and Kashmir,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Jharkhand,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Karnataka,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Kerala,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Ladakh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Lakshadweep,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Madhya Pradesh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Maharashtra,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Manipur,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Meghalaya,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Mizoram,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Nagaland,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Odisha,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Puducherry,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Punjab,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Rajasthan,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Sikkim,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Tamil Nadu,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Telangana,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Tripura,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Uttar Pradesh,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,Uttarakhand,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,West Bengal,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-04-01,2019,4,Q2,All India,73.42,65.0,44.05,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Andaman & Nicobar Island,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Andhra Pradesh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Arunachal Pradesh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Assam,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Bihar,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Chandigarh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Chhattisgarh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Dadra and Nagar Haveli,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Daman and Diu,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Delhi,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Goa,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Gujarat,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Haryana,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Himachal Pradesh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Jammu and Kashmir,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Jharkhand,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Karnataka,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Kerala,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Ladakh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Lakshadweep,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Madhya Pradesh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Maharashtra,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Manipur,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Meghalaya,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Mizoram,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Nagaland,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Odisha,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Puducherry,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Punjab,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Rajasthan,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Sikkim,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Tamil Nadu,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Telangana,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Tripura,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
2019-05-01,2019,5,Q2,Uttar Pradesh,72.9,65.72,43.74,6.25,6.5,4.76,70.42,72,0,0,1,0,0,3,43.0,0,1
